,id,t1,t21,dur,steps,bangle_s,bangle_th,bangle_c,gt3x_s,gt3x_th,gt3x_c,bangle_corr,gt3x_corr
0,033,2021-05-11 06:00:01.826,2021-05-11 15:14:03.379,9.233764722222222,7920,6697,0.54,4,829,0.54,4,0.9559511326875112,0.5510984938127282
