,start,stop,steps_count,average amplitude
0,2021-05-21 10:30:03.900,2021-05-21 10:30:05.867,3,0.5249728598994834
1,2021-05-21 10:30:03.934,2021-05-21 10:30:05.900,3,0.5264844510565694
2,2021-05-21 10:30:03.967,2021-05-21 10:30:05.934,3,0.5268947761720751
3,2021-05-21 10:30:04.034,2021-05-21 10:30:06.000,3,0.5229232422924951
4,2021-05-21 10:30:04.067,2021-05-21 10:30:06.034,3,0.5217225440432497
5,2021-05-21 10:30:04.100,2021-05-21 10:30:06.067,3,0.5209108071420061
6,2021-05-21 10:30:04.134,2021-05-21 10:30:06.100,3,0.5194320691522177
7,2021-05-21 10:30:04.167,2021-05-21 10:30:06.134,3,0.5217063833462143
8,2021-05-21 10:30:04.200,2021-05-21 10:30:06.167,3,0.5207514407601675
9,2021-05-21 10:30:04.234,2021-05-21 10:30:06.200,3,0.5194767865808311
10,2021-05-21 10:30:04.267,2021-05-21 10:30:06.234,4,0.5168411411538519
11,2021-05-21 10:30:04.300,2021-05-21 10:30:06.267,4,0.5175722650847022
12,2021-05-21 10:30:04.334,2021-05-21 10:30:06.300,4,0.5183513711183418
13,2021-05-21 10:30:04.367,2021-05-21 10:30:06.334,4,0.519359454077238
14,2021-05-21 10:30:04.400,2021-05-21 10:30:06.367,4,0.5164605165139766
15,2021-05-21 10:30:04.434,2021-05-21 10:30:06.400,4,0.5143173016445611
16,2021-05-21 10:30:04.467,2021-05-21 10:30:06.434,5,0.5153760390320826
17,2021-05-21 10:30:04.500,2021-05-21 10:30:06.467,5,0.5155047492779362
18,2021-05-21 10:30:04.534,2021-05-21 10:30:06.500,5,0.51614597326705
19,2021-05-21 10:30:04.567,2021-05-21 10:30:06.534,5,0.5161289858819269
20,2021-05-21 10:30:04.600,2021-05-21 10:30:06.567,5,0.5169526984730132
21,2021-05-21 10:30:04.634,2021-05-21 10:30:06.600,5,0.5166794699034487
22,2021-05-21 10:30:04.667,2021-05-21 10:30:06.634,6,0.5148273763162415
23,2021-05-21 10:30:04.700,2021-05-21 10:30:06.667,6,0.5144414731539403
24,2021-05-21 10:30:04.734,2021-05-21 10:30:06.700,6,0.5153860336530574
25,2021-05-21 10:30:04.767,2021-05-21 10:30:06.734,6,0.5159562047234781
26,2021-05-21 10:30:04.800,2021-05-21 10:30:06.767,7,0.5161069163765676
27,2021-05-21 10:30:04.834,2021-05-21 10:30:06.800,7,0.5166485864265107
28,2021-05-21 10:30:04.867,2021-05-21 10:30:06.834,7,0.5169523486809785
29,2021-05-21 10:30:04.900,2021-05-21 10:30:06.867,7,0.515939797319093
30,2021-05-21 10:30:04.934,2021-05-21 10:30:06.900,8,0.5153153750566347
31,2021-05-21 10:30:04.967,2021-05-21 10:30:06.934,8,0.5160618825607546
32,2021-05-21 10:30:05.000,2021-05-21 10:30:06.967,8,0.5165675095384105
33,2021-05-21 10:30:05.034,2021-05-21 10:30:07.000,8,0.516436883564231
34,2021-05-21 10:30:05.067,2021-05-21 10:30:07.034,8,0.5160637322050918
35,2021-05-21 10:30:05.100,2021-05-21 10:30:07.067,8,0.5162280546136128
36,2021-05-21 10:30:05.134,2021-05-21 10:30:07.100,8,0.5163119337767468
37,2021-05-21 10:30:05.167,2021-05-21 10:30:07.134,8,0.5161435045021069
38,2021-05-21 10:30:05.200,2021-05-21 10:30:07.167,8,0.5168349898493909
39,2021-05-21 10:30:05.234,2021-05-21 10:30:07.200,9,0.5180496684093684
40,2021-05-21 10:30:05.267,2021-05-21 10:30:07.234,9,0.5187473215704963
41,2021-05-21 10:30:05.300,2021-05-21 10:30:07.267,9,0.5176926506473479
42,2021-05-21 10:30:05.334,2021-05-21 10:30:07.300,9,0.5169548440245847
43,2021-05-21 10:30:05.367,2021-05-21 10:30:07.334,9,0.5161436020639099
44,2021-05-21 10:30:05.400,2021-05-21 10:30:07.367,9,0.5155725156950047
45,2021-05-21 10:30:05.434,2021-05-21 10:30:07.400,10,0.5157465565666886
46,2021-05-21 10:30:05.467,2021-05-21 10:30:07.434,10,0.5164467966891428
47,2021-05-21 10:30:05.500,2021-05-21 10:30:07.467,10,0.516928703380538
48,2021-05-21 10:30:05.534,2021-05-21 10:30:07.500,10,0.5167293226977362
49,2021-05-21 10:30:05.567,2021-05-21 10:30:07.534,9,0.5147886466884176
50,2021-05-21 10:30:05.600,2021-05-21 10:30:07.567,10,0.5137567859650889
51,2021-05-21 10:30:05.634,2021-05-21 10:30:07.600,10,0.5146373822048448
52,2021-05-21 10:30:05.667,2021-05-21 10:30:07.634,10,0.5153803664866502
53,2021-05-21 10:30:05.700,2021-05-21 10:30:07.667,10,0.5158537827862599
54,2021-05-21 10:30:05.734,2021-05-21 10:30:07.700,11,0.5168535798808795
55,2021-05-21 10:30:05.767,2021-05-21 10:30:07.734,11,0.5182937600622809
56,2021-05-21 10:30:05.800,2021-05-21 10:30:07.767,11,0.5194625986062649
57,2021-05-21 10:30:05.834,2021-05-21 10:30:07.800,11,0.5190656479541276
58,2021-05-21 10:30:05.867,2021-05-21 10:30:07.834,11,0.5183714912091727
59,2021-05-21 10:30:05.900,2021-05-21 10:30:07.867,11,0.5180156367856279
60,2021-05-21 10:30:05.934,2021-05-21 10:30:07.900,11,0.5186358856605925
61,2021-05-21 10:30:05.967,2021-05-21 10:30:07.934,11,0.518695540620114
62,2021-05-21 10:30:06.000,2021-05-21 10:30:07.967,11,0.5175014766376517
63,2021-05-21 10:30:06.034,2021-05-21 10:30:08.000,10,0.5150283557000415
64,2021-05-21 10:30:06.067,2021-05-21 10:30:08.034,11,0.5151783482662547
65,2021-05-21 10:30:06.100,2021-05-21 10:30:08.067,11,0.5173527052217798
66,2021-05-21 10:30:06.134,2021-05-21 10:30:08.100,11,0.5177049432458614
67,2021-05-21 10:30:06.167,2021-05-21 10:30:08.134,11,0.5168787247962887
68,2021-05-21 10:30:06.200,2021-05-21 10:30:08.167,12,0.5166144725723015
69,2021-05-21 10:30:06.234,2021-05-21 10:30:08.200,12,0.5174330083156548
70,2021-05-21 10:30:06.267,2021-05-21 10:30:08.234,11,0.5176154623349937
71,2021-05-21 10:30:06.300,2021-05-21 10:30:08.267,11,0.517393745328136
72,2021-05-21 10:30:06.334,2021-05-21 10:30:08.300,11,0.5177280797869172
73,2021-05-21 10:30:06.367,2021-05-21 10:30:08.334,11,0.5171312887389452
74,2021-05-21 10:30:06.400,2021-05-21 10:30:08.367,11,0.5162401472141481
75,2021-05-21 10:30:06.434,2021-05-21 10:30:08.400,11,0.514405852908418
76,2021-05-21 10:30:06.467,2021-05-21 10:30:08.434,10,0.5139277029713263
77,2021-05-21 10:30:06.500,2021-05-21 10:30:08.467,11,0.5145731798437598
78,2021-05-21 10:30:06.534,2021-05-21 10:30:08.500,11,0.5156462634388133
79,2021-05-21 10:30:06.567,2021-05-21 10:30:08.534,11,0.5159228778368972
80,2021-05-21 10:30:06.600,2021-05-21 10:30:08.567,11,0.5162541508231615
81,2021-05-21 10:30:06.634,2021-05-21 10:30:08.600,11,0.5167597565928032
82,2021-05-21 10:30:06.667,2021-05-21 10:30:08.634,11,0.5171418810132814
83,2021-05-21 10:30:06.700,2021-05-21 10:30:08.667,11,0.5182277251179865
84,2021-05-21 10:30:06.734,2021-05-21 10:30:08.700,11,0.5189079217305584
