TimeStamp,Actigraph Steps,Bangle Steps
6:00:00,0,0
6:01:00,0,0
6:02:00,0,0
6:03:00,0,0
6:04:00,0,0
6:05:00,0,0
6:06:00,0,0
6:07:00,0,0
6:08:00,0,0
6:09:00,0,0
6:10:00,0,0
6:11:00,0,0
6:12:00,0,0
6:13:00,0,0
6:14:00,0,0
6:15:00,0,0
6:16:00,0,0
6:17:00,0,0
6:18:00,0,0
6:19:00,0,0
6:20:00,0,0
6:21:00,0,0
6:22:00,0,0
6:23:00,0,0
6:24:00,0,0
6:25:00,0,0
6:26:00,0,0
6:27:00,0,0
6:28:00,0,0
6:29:00,0,0
6:30:00,0,0
6:31:00,0,0
6:32:00,0,0
6:33:00,0,0
6:34:00,0,0
6:35:00,0,0
6:36:00,0,0
6:37:00,0,0
6:38:00,0,0
6:39:00,0,0
6:40:00,0,0
6:41:00,0,0
6:42:00,0,0
6:43:00,0,0
6:44:00,0,0
6:45:00,0,0
6:46:00,0,0
6:47:00,0,0
6:48:00,0,0
6:49:00,0,0
6:50:00,0,0
6:51:00,0,0
6:52:00,0,0
6:53:00,0,0
6:54:00,0,0
6:55:00,0,0
6:56:00,0,0
6:57:00,0,0
6:58:00,0,0
6:59:00,0,0
7:00:00,0,0
7:01:00,0,0
7:02:00,0,0
7:03:00,0,0
7:04:00,0,0
7:05:00,0,0
7:06:00,0,0
7:07:00,0,0
7:08:00,0,0
7:09:00,0,0
7:10:00,0,0
7:11:00,0,0
7:12:00,0,0
7:13:00,0,0
7:14:00,0,0
7:15:00,0,0
7:16:00,0,0
7:17:00,0,0
7:18:00,0,0
7:19:00,0,0
7:20:00,0,0
7:21:00,0,0
7:22:00,0,0
7:23:00,0,0
7:24:00,0,0
7:25:00,0,0
7:26:00,0,0
7:27:00,0,0
7:28:00,0,0
7:29:00,0,0
7:30:00,0,0
7:31:00,0,0
7:32:00,0,0
7:33:00,0,0
7:34:00,0,0
7:35:00,0,0
7:36:00,0,0
7:37:00,0,0
7:38:00,0,0
7:39:00,0,0
7:40:00,0,0
7:41:00,0,0
7:42:00,0,0
7:43:00,0,0
7:44:00,0,0
7:45:00,0,0
7:46:00,0,0
7:47:00,0,0
7:48:00,0,0
7:49:00,0,0
7:50:00,0,0
7:51:00,0,0
7:52:00,0,0
7:53:00,0,0
7:54:00,0,0
7:55:00,0,0
7:56:00,0,0
7:57:00,0,0
7:58:00,0,0
7:59:00,0,0
8:00:00,0,0
8:01:00,0,0
8:02:00,0,0
8:03:00,0,0
8:04:00,0,0
8:05:00,0,0
8:06:00,0,0
8:07:00,0,0
8:08:00,0,0
8:09:00,0,0
8:10:00,0,0
8:11:00,0,0
8:12:00,0,0
8:13:00,0,0
8:14:00,0,0
8:15:00,0,0
8:16:00,0,0
8:17:00,0,0
8:18:00,0,0
8:19:00,0,0
8:20:00,0,0
8:21:00,0,0
8:22:00,0,0
8:23:00,0,0
8:24:00,0,0
8:25:00,0,0
8:26:00,8,0
8:27:00,1,0
8:28:00,0,0
8:29:00,7,5
8:30:00,3,0
8:31:00,10,0
8:32:00,3,0
8:33:00,34,0
8:34:00,26,0
8:35:00,14,0
8:36:00,11,0
8:37:00,9,0
8:38:00,3,0
8:39:00,6,0
8:40:00,9,0
8:41:00,8,0
8:42:00,4,0
8:43:00,2,0
8:44:00,0,0
8:45:00,1,0
8:46:00,34,0
8:47:00,20,0
8:48:00,5,0
8:49:00,1,0
8:50:00,9,0
8:51:00,0,0
8:52:00,0,0
8:53:00,1,0
8:54:00,0,0
8:55:00,3,0
8:56:00,6,0
8:57:00,9,0
8:58:00,12,0
8:59:00,3,0
9:00:00,3,0
9:01:00,6,0
9:02:00,21,0
9:03:00,18,5
9:04:00,9,0
9:05:00,16,0
9:06:00,2,0
9:07:00,0,0
9:08:00,0,0
9:09:00,0,0
9:10:00,0,0
9:11:00,0,0
9:12:00,0,0
9:13:00,0,0
9:14:00,0,0
9:15:00,0,0
9:16:00,0,0
9:17:00,0,0
9:18:00,0,0
9:19:00,0,0
9:20:00,0,0
9:21:00,0,0
9:22:00,0,0
9:23:00,0,0
9:24:00,0,0
9:25:00,0,0
9:26:00,0,0
9:27:00,8,0
9:28:00,8,0
9:29:00,1,0
9:30:00,0,0
9:31:00,0,0
9:32:00,0,0
9:33:00,0,0
9:34:00,0,0
9:35:00,0,0
9:36:00,0,0
9:37:00,0,0
9:38:00,0,0
9:39:00,0,0
9:40:00,0,0
9:41:00,0,0
9:42:00,0,0
9:43:00,0,0
9:44:00,0,0
9:45:00,0,0
9:46:00,0,0
9:47:00,0,0
9:48:00,0,0
9:49:00,8,0
9:50:00,10,0
9:51:00,6,0
9:52:00,10,0
9:53:00,8,0
9:54:00,2,0
9:55:00,6,0
9:56:00,3,0
9:57:00,11,0
9:58:00,11,0
9:59:00,2,0
10:00:00,0,0
10:01:00,5,0
10:02:00,4,0
10:03:00,11,0
10:04:00,18,0
10:05:00,19,0
10:06:00,0,0
10:07:00,6,0
10:08:00,11,0
10:09:00,5,0
10:10:00,1,0
10:11:00,6,0
10:12:00,2,0
10:13:00,0,0
10:14:00,0,0
10:15:00,0,0
10:16:00,0,0
10:17:00,0,0
10:18:00,0,0
10:19:00,1,0
10:20:00,1,0
10:21:00,0,0
10:22:00,0,0
10:23:00,0,0
10:24:00,0,0
10:25:00,0,0
10:26:00,0,0
10:27:00,0,0
10:28:00,0,0
10:29:00,0,0
10:30:00,0,0
10:31:00,0,0
10:32:00,0,0
10:33:00,0,0
10:34:00,0,0
10:35:00,0,0
10:36:00,0,0
10:37:00,2,0
10:38:00,0,0
10:39:00,0,0
10:40:00,0,0
10:41:00,0,0
10:42:00,0,0
10:43:00,0,0
10:44:00,0,0
10:45:00,0,0
10:46:00,0,0
10:47:00,3,0
10:48:00,6,0
10:49:00,0,0
10:50:00,0,0
10:51:00,0,0
10:52:00,4,0
10:53:00,22,0
10:54:00,2,0
10:55:00,5,0
10:56:00,10,0
10:57:00,0,0
10:58:00,2,0
10:59:00,7,0
11:00:00,5,0
11:01:00,5,5
11:02:00,6,0
11:03:00,2,0
11:04:00,7,0
11:05:00,7,0
11:06:00,2,0
11:07:00,11,0
11:08:00,6,0
11:09:00,14,0
11:10:00,30,6
11:11:00,121,50
11:12:00,42,102
11:13:00,0,8
11:14:00,7,0
11:15:00,0,0
11:16:00,0,0
11:17:00,0,0
11:18:00,0,0
11:19:00,0,0
11:20:00,0,0
11:21:00,37,0
11:22:00,123,73
11:23:00,7,85
11:24:00,0,0
11:25:00,36,0
11:26:00,126,63
11:27:00,121,116
11:28:00,116,110
11:29:00,116,112
11:30:00,118,115
11:31:00,108,101
11:32:00,91,117
11:33:00,83,61
11:34:00,55,83
11:35:00,24,23
11:36:00,1,0
11:37:00,2,0
11:38:00,1,0
11:39:00,0,0
11:40:00,0,0
11:41:00,6,0
11:42:00,1,0
11:43:00,3,0
11:44:00,6,0
11:45:00,2,0
11:46:00,6,0
11:47:00,14,0
11:48:00,25,0
11:49:00,20,0
11:50:00,2,0
11:51:00,5,0
11:52:00,5,0
11:53:00,0,0
11:54:00,0,0
11:55:00,2,0
11:56:00,39,18
11:57:00,78,16
11:58:00,115,103
11:59:00,88,83
12:00:00,50,106
12:01:00,0,16
12:02:00,0,0
12:03:00,0,0
12:04:00,0,0
12:05:00,2,0
12:06:00,14,0
12:07:00,0,0
12:08:00,0,0
12:09:00,0,0
12:10:00,0,0
12:11:00,0,0
12:12:00,50,0
12:13:00,117,66
12:14:00,113,111
12:15:00,49,109
12:16:00,6,12
12:17:00,28,0
12:18:00,3,9
12:19:00,11,0
12:20:00,10,0
12:21:00,8,14
12:22:00,11,0
12:23:00,3,0
12:24:00,9,0
12:25:00,15,0
12:26:00,7,0
12:27:00,7,0
12:28:00,7,0
12:29:00,23,0
12:30:00,17,0
12:31:00,0,0
12:32:00,0,0
12:33:00,0,0
12:34:00,4,0
12:35:00,15,0
12:36:00,5,0
12:37:00,10,0
12:38:00,5,0
12:39:00,8,0
12:40:00,12,0
12:41:00,1,0
12:42:00,6,0
12:43:00,3,5
12:44:00,1,0
12:45:00,5,0
12:46:00,9,0
12:47:00,2,0
12:48:00,4,0
12:49:00,9,0
12:50:00,14,0
12:51:00,10,0
12:52:00,4,0
12:53:00,4,0
12:54:00,0,0
12:55:00,3,0
12:56:00,1,0
12:57:00,1,0
12:58:00,3,0
12:59:00,1,0
13:00:00,8,0
13:01:00,0,0
13:02:00,0,0
13:03:00,0,0
13:04:00,0,0
13:05:00,3,0
13:06:00,6,0
13:07:00,0,0
13:08:00,0,0
13:09:00,8,0
13:10:00,4,0
13:11:00,15,0
13:12:00,6,0
13:13:00,0,0
13:14:00,0,0
13:15:00,0,0
13:16:00,0,0
13:17:00,0,0
13:18:00,0,0
13:19:00,0,0
13:20:00,0,0
13:21:00,0,0
13:22:00,0,0
13:23:00,0,0
13:24:00,0,0
13:25:00,0,0
13:26:00,0,0
13:27:00,0,0
13:28:00,0,0
13:29:00,0,0
13:30:00,0,0
13:31:00,0,0
13:32:00,1,0
13:33:00,0,0
13:34:00,1,0
13:35:00,0,0
13:36:00,0,0
13:37:00,0,0
13:38:00,0,0
13:39:00,0,0
13:40:00,0,0
13:41:00,0,0
13:42:00,0,0
13:43:00,0,0
13:44:00,0,0
13:45:00,0,0
13:46:00,0,0
13:47:00,0,0
13:48:00,0,0
13:49:00,1,0
13:50:00,0,0
13:51:00,0,0
13:52:00,0,0
13:53:00,0,0
13:54:00,0,0
13:55:00,0,0
13:56:00,0,0
13:57:00,0,0
13:58:00,0,0
13:59:00,6,0
14:00:00,0,0
14:01:00,0,0
14:02:00,9,0
14:03:00,6,0
14:04:00,4,0
14:05:00,2,0
14:06:00,2,0
14:07:00,1,0
14:08:00,4,0
14:09:00,9,0
14:10:00,8,0
14:11:00,35,6
14:12:00,11,0
14:13:00,0,0
14:14:00,23,0
14:15:00,10,0
14:16:00,0,0
14:17:00,16,0
14:18:00,4,0
14:19:00,3,0
14:20:00,14,0
14:21:00,98,14
14:22:00,108,103
14:23:00,115,102
14:24:00,80,106
14:25:00,31,32
14:26:00,37,0
14:27:00,10,0
14:28:00,7,0
14:29:00,21,0
14:30:00,31,0
14:31:00,4,0
14:32:00,14,0
14:33:00,9,0
14:34:00,23,0
14:35:00,25,0
14:36:00,12,0
14:37:00,15,0
14:38:00,64,0
14:39:00,13,0
14:40:00,2,0
14:41:00,4,0
14:42:00,19,0
14:43:00,1,0
14:44:00,2,0
14:45:00,19,0
14:46:00,6,0
14:47:00,1,0
14:48:00,27,0
14:49:00,2,0
14:50:00,10,0
14:51:00,66,0
14:52:00,50,80
14:53:00,108,47
14:54:00,116,93
14:55:00,65,0
14:56:00,31,15
14:57:00,10,11
14:58:00,10,0
14:59:00,10,0
15:00:00,7,0
15:01:00,12,0
15:02:00,5,0
15:03:00,23,0
15:04:00,3,0
15:05:00,6,0
15:06:00,13,0
15:07:00,0,0
15:08:00,8,0
15:09:00,10,0
15:10:00,0,0
15:11:00,0,0
15:12:00,0,0
15:13:00,0,0
15:14:00,0,0
15:15:00,0,0
15:16:00,0,0
15:17:00,1,0
15:18:00,0,0
15:19:00,12,0
15:20:00,14,0
15:21:00,15,0
15:22:00,4,5
15:23:00,15,0
15:24:00,87,14
15:25:00,109,95
15:26:00,16,86
15:27:00,30,0
15:28:00,14,30
15:29:00,0,10
15:30:00,0,0
15:31:00,0,0
15:32:00,0,0
15:33:00,2,0
15:34:00,0,0
15:35:00,0,0
15:36:00,98,8
15:37:00,115,108
15:38:00,115,111
15:39:00,87,106
15:40:00,108,83
15:41:00,111,108
15:42:00,71,84
15:43:00,70,38
15:44:00,87,101
15:45:00,0,52
15:46:00,0,0
15:47:00,0,0
15:48:00,1,0
15:49:00,35,0
15:50:00,93,68
15:51:00,97,59
15:52:00,105,84
15:53:00,8,68
15:54:00,77,0
15:55:00,85,79
