08:00:00.021,0.00269,-0.10327,-0.99512;
08:00:00.101,0.00244,-0.10278,-0.99536;
08:00:00.181,0.00269,-0.10254,-0.99561;
08:00:00.261,0.00269,-0.10229,-0.99487;
08:00:00.341,0.00269,-0.10181,-0.99536;
08:00:00.421,0.00293,-0.10254,-0.99561;
08:00:00.501,0.00317,-0.10278,-0.99561;
08:00:00.581,0.00317,-0.10229,-0.99487;
08:00:00.661,0.00269,-0.10254,-0.99536;
08:00:00.741,0.00269,-0.10278,-0.99561;
08:00:00.821,0.00293,-0.10229,-0.99463;
08:00:00.901,0.00293,-0.10205,-0.99463;
08:00:00.981,0.00317,-0.10278,-0.99487;
08:00:01.061,0.00244,-0.10278,-0.99487;
08:00:01.141,0.00293,-0.10278,-0.99414;
08:00:01.221,0.00293,-0.10327,-0.99512;
08:00:01.301,0.00244,-0.10327,-0.99536;
08:00:01.381,0.00317,-0.10303,-0.99487;
08:00:01.461,0.00293,-0.10278,-0.99609;
08:00:01.541,0.00220,-0.10303,-0.99561;
08:00:01.621,0.00244,-0.10303,-0.99487;
08:00:01.701,0.00293,-0.10278,-0.99536;
08:00:01.781,0.00269,-0.10327,-0.99561;
08:00:01.861,0.00244,-0.10327,-0.99561;
08:00:01.941,0.00244,-0.10278,-0.99463;
08:00:02.021,0.00293,-0.10254,-0.99609;
08:00:02.101,0.00244,-0.10327,-0.99585;
08:00:02.181,0.00220,-0.10327,-0.99561;
08:00:02.261,0.00220,-0.10327,-0.99683;
08:00:02.341,0.00220,-0.10376,-0.99585;
08:00:02.421,0.00244,-0.10352,-0.99536;
08:00:02.501,0.00269,-0.10303,-0.99585;
08:00:02.581,0.00244,-0.10278,-0.99609;
08:00:02.661,0.00269,-0.10327,-0.99609;
08:00:02.741,0.00269,-0.10303,-0.99585;
08:00:02.821,0.00220,-0.10352,-0.99609;
08:00:02.901,0.00244,-0.10303,-0.99512;
08:00:02.981,0.00269,-0.10254,-0.99487;
08:00:03.061,0.00269,-0.10278,-0.99585;
08:00:03.141,0.00269,-0.10376,-0.99487;
08:00:03.221,0.00220,-0.10303,-0.99585;
08:00:03.301,0.00293,-0.10278,-0.99536;
08:00:03.381,0.00269,-0.10278,-0.99536;
08:00:03.461,0.00220,-0.10278,-0.99634;
08:00:03.541,0.00244,-0.10352,-0.99512;
08:00:03.621,0.00244,-0.10303,-0.99512;
08:00:03.701,0.00269,-0.10254,-0.99512;
08:00:03.781,0.00220,-0.10254,-0.99536;
08:00:03.861,0.00244,-0.10303,-0.99536;
08:00:03.941,0.00220,-0.10303,-0.99512;
08:00:04.021,0.00220,-0.10352,-0.99609;
08:00:04.101,0.00244,-0.10352,-0.99683;
08:00:04.181,0.00220,-0.10352,-0.99609;
08:00:04.261,0.00244,-0.10352,-0.99658;
08:00:04.341,0.00244,-0.10327,-0.99609;
08:00:04.421,0.00269,-0.10278,-0.99536;
08:00:04.501,0.00244,-0.10327,-0.99683;
08:00:04.581,0.00244,-0.10352,-0.99585;
08:00:04.661,0.00244,-0.10400,-0.99487;
08:00:04.741,0.00220,-0.10376,-0.99561;
08:00:04.821,0.00244,-0.10303,-0.99634;
08:00:04.901,0.00244,-0.10327,-0.99609;
08:00:04.981,0.00269,-0.10303,-0.99585;
08:00:05.061,0.00244,-0.10327,-0.99683;
08:00:05.141,0.00220,-0.10303,-0.99658;
08:00:05.221,0.00244,-0.10327,-0.99585;
08:00:05.301,0.00244,-0.10352,-0.99609;
08:00:05.381,0.00244,-0.10327,-0.99634;
08:00:05.461,0.00195,-0.10327,-0.99609;
08:00:05.541,0.00220,-0.10327,-0.99585;
08:00:05.621,0.00244,-0.10303,-0.99561;
08:00:05.701,0.00220,-0.10327,-0.99536;
08:00:05.781,0.00293,-0.10327,-0.99536;
08:00:05.861,0.00244,-0.10254,-0.99609;
08:00:05.941,0.00244,-0.10205,-0.99609;
08:00:06.021,0.00269,-0.10254,-0.99609;
08:00:06.101,0.00269,-0.10278,-0.99609;
08:00:06.181,0.00244,-0.10303,-0.99487;
08:00:06.261,0.00269,-0.10327,-0.99561;
08:00:06.341,0.00244,-0.10327,-0.99609;
08:00:06.421,0.00220,-0.10327,-0.99634;
08:00:06.501,0.00220,-0.10278,-0.99585;
08:00:06.581,0.00220,-0.10278,-0.99561;
08:00:06.661,0.00244,-0.10327,-0.99561;
08:00:06.741,0.00244,-0.10352,-0.99585;
08:00:06.821,0.00293,-0.10352,-0.99609;
08:00:06.901,0.00269,-0.10278,-0.99536;
08:00:06.981,0.00220,-0.10254,-0.99609;
08:00:07.061,0.00220,-0.10327,-0.99609;
08:00:07.141,0.00220,-0.10303,-0.99634;
08:00:07.221,0.00220,-0.10303,-0.99609;
08:00:07.301,0.00195,-0.10352,-0.99634;
08:00:07.381,0.00171,-0.10327,-0.99634;
08:00:07.461,0.00244,-0.10352,-0.99585;
08:00:07.541,0.00220,-0.10400,-0.99634;
08:00:07.621,0.00244,-0.10376,-0.99585;
08:00:07.701,0.00220,-0.10278,-0.99609;
08:00:07.781,0.00195,-0.10376,-0.99683;
08:00:07.861,0.00220,-0.10449,-0.99683;
08:00:07.941,0.00195,-0.10376,-0.99634;
08:00:08.021,0.00244,-0.10376,-0.99707;
08:00:08.101,0.00195,-0.10327,-0.99707;
08:00:08.181,0.00195,-0.10278,-0.99585;
08:00:08.261,0.00195,-0.10352,-0.99634;
08:00:08.341,0.00220,-0.10400,-0.99658;
08:00:08.421,0.00195,-0.10449,-0.99731;
08:00:08.501,0.00171,-0.10327,-0.99707;
08:00:08.581,0.00195,-0.10352,-0.99658;
08:00:08.661,0.00220,-0.10400,-0.99707;
08:00:08.741,0.00220,-0.10327,-0.99683;
08:00:08.821,0.00171,-0.10327,-0.99683;
08:00:08.901,0.00195,-0.10376,-0.99634;
08:00:08.981,0.00220,-0.10303,-0.99585;
08:00:09.061,0.00269,-0.10254,-0.99609;
08:00:09.141,0.00220,-0.10376,-0.99634;
08:00:09.221,0.00220,-0.10352,-0.99658;
08:00:09.301,0.00244,-0.10327,-0.99609;
08:00:09.381,0.00220,-0.10352,-0.99634;
08:00:09.461,0.00244,-0.10376,-0.99683;
08:00:09.541,0.00220,-0.10327,-0.99634;
08:00:09.621,0.00244,-0.10327,-0.99561;
08:00:09.701,0.00220,-0.10278,-0.99561;
08:00:09.781,0.00195,-0.10303,-0.99658;
08:00:09.861,0.00269,-0.10352,-0.99561;
08:00:09.941,0.00269,-0.10303,-0.99585;
08:00:10.021,0.00220,-0.10352,-0.99658;
08:00:10.101,0.00195,-0.10352,-0.99609;
08:00:10.181,0.00220,-0.10352,-0.99609;
08:00:10.261,0.00171,-0.10400,-0.99658;
08:00:10.341,0.00146,-0.10376,-0.99731;
08:00:10.421,0.00195,-0.10327,-0.99658;
08:00:10.501,0.00269,-0.10376,-0.99634;
